"file_id","check1","check2","cause","overhead","total","condition","satisfaction","frequency","age","nationality","gender","comment"
"137","20","Alloftheabove",2,0.5,2.5,"causefirst",3,6,42,"USA","Female",""
"139","20","Alloftheabove",0,0,0,"causefirst",6,0,34,"American","Male",""
"141","20","Alloftheabove",0,0,0,"overfirst",5,1,39,"American","Male",""
"144","20","Alloftheabove",0,0,0,"overfirst",5,5,59,"amrican","Female","thanks"
"145","20","Alloftheabove",0,0,0,"causefirst",3,1,32,"American","Male",""
"147","20","Alloftheabove",1,1,2,"overfirst",5,4,29,"American","Female",""
"150","20","Alloftheabove",0.5,0.5,1,"overfirst",1,1,23,"American","Female",""
"151","20","Alloftheabove",1,1,2,"causefirst",4,5,45,"American","Female",""
"152","20","Alloftheabove",1,1,2,"causefirst",3,2,34,"American","Female",""
"153","20","Alloftheabove",2.5,2.5,5,"causefirst",4,4,29,"AfricanAmerican","Female",""
"154","20","Alloftheabove",1,1,2,"causefirst",5,3,22,"American","Female",""
"155","20","Alloftheabove",3,2,5,"overfirst",6,4,39,"Americen","Male",""
"157","20","Alloftheabove",1,1,2,"overfirst",2,2,31,"american","Female",""
"158","20","Alloftheabove",0.5,1,1.5,"overfirst",2,1,29,"American","Male",""
"159","20","Alloftheabove",0,0,0,"overfirst",6,6,52,"American","Male",""
"160","20","Alloftheabove",1.25,1.25,2.5,"overfirst",6,3,52,"American","Male",""
"161","20","Alloftheabove",0.75,0.5,1.25,"causefirst",4,4,38,"American","Female",""
"162","20","Alloftheabove",1,1,2,"overfirst",2,2,22,"American","Male",""
"163","20","Alloftheabove",0,0,0,"causefirst",3,1,58,"American","Male","None"
"165","20","Alloftheabove",0,0,0,"causefirst",6,2,29,"American","Male","Nocommentsatthistime"
"166","20","Alloftheabove",0,0,0,"causefirst",6,1,29,"American","Female",""
"167","20","Alloftheabove",0,0,0,"causefirst",6,4,78,"American","Female","IneedeverypennyIearnonsurveyscantsendittocharitiesIhave2charitiesIsupportalready"
"171","20","Alloftheabove",4,1,5,"overfirst",4,5,60,"American","Female",""
"172","20","Alloftheabove",1,1,2,"overfirst",4,3,61,"American","Female","Nocomments"
"173","20","Alloftheabove",0,0,0,"causefirst",6,1,69,"American","Male",""
"174","20","Alloftheabove",1,0,1,"causefirst",5,3,50,"American","Female",""
"176","20","Alloftheabove",1,0,1,"causefirst",3,1,32,"American","Male",""
"178","20","Alloftheabove",0,0,0,"causefirst",6,2,27,"American","Female",""
"180","20","Alloftheabove",1,0,1,"overfirst",5,3,25,"American","Male","None"
"181","20","Alloftheabove",0,0,0,"overfirst",6,6,58,"American","Female",""
"183","20","Alloftheabove",0,0,0,"overfirst",6,0,32,"American","Male","na"
"184","20","Alloftheabove",0,0,0,"causefirst",4,5,34,"American","Male",""
"185","20","Alloftheabove",1,0,1,"causefirst",3,1,29,"American","Female",""
"186","20","Alloftheabove",1,1,2,"overfirst",4,5,51,"American","Female",""
"187","20","Alloftheabove",0,0,0,"causefirst",6,0,33,"American","Male",""
